part_id,sheet,body_name,body_label,assembly,good_face_normal,x_mm,y_mm,rotation_deg,width_mm,height_mm,dxf_file
P256,16,Cabinet8LowerDrawerLowSlideLayer2Body,Drawer slide — low side — layer 010,Cabinet 8 lower drawer,+X,660.8,657.2,0,471.2,25.4,profiles/Cabinet8LowerDrawerLowSlideLayer2Body.dxf
P091,17,Cabinet8BackOuterBody,Back — outer007,"Cabinet 8 — right bedside table, front away from wall",+Y,0.0,0.0,90,359.6,512.0,profiles/Cabinet8BackOuterBody.dxf
P079,17,Cabinet7BackOuterBody,Back — outer006,"Cabinet 7 — left bedside table, front away from wall",+Y,364.6,0.0,90,359.6,512.0,profiles/Cabinet7BackOuterBody.dxf
P080,17,Cabinet7BackInnerBody,Back — inner006,"Cabinet 7 — left bedside table, front away from wall",-Y,729.2,0.0,90,359.6,512.0,profiles/Cabinet7BackInnerBody.dxf
P138,17,Cabinet2DrawerSideHighInnerBody,Drawer side — highinner001,Cabinet 2 drawer,-Y,0.0,517.0,0,947.8,177.8,profiles/Cabinet2DrawerSideHighInnerBody.dxf
P145,17,Cabinet2DrawerHighSlideLayer1Body,Drawer slide — high side — layer 001,Cabinet 2 drawer,-Y,0.0,699.8,0,928.4,25.4,profiles/Cabinet2DrawerHighSlideLayer1Body.dxf
P146,17,Cabinet2DrawerHighSlideLayer2Body,Drawer slide — high side — layer 002,Cabinet 2 drawer,+Y,0.0,730.1999999999999,0,928.4,25.4,profiles/Cabinet2DrawerHighSlideLayer2Body.dxf
P092,18,Cabinet8BackInnerBody,Back — inner007,"Cabinet 8 — right bedside table, front away from wall",-Y,0.0,0.0,90,359.6,512.0,profiles/Cabinet8BackInnerBody.dxf
P217,18,Cabinet7LowerDrawerCombinedFaceFrameOuterBody,Cabinet 7 drawer combined face frame — outer,"Cabinet 7 — left bedside table, front away from wall",-Y,364.6,0.0,90,359.6,512.0,profiles/Cabinet7LowerDrawerCombinedFaceFrameOuterBody.dxf
P219,18,Cabinet7LowerDrawerFaceOuterBody,Drawer face — outer004,Cabinet 7 lower drawer,-Y,556.0,25.19999999999997,90,143.0,461.6,profiles/Cabinet7LowerDrawerFaceOuterBody.dxf
P271,18,Cabinet7UpperDrawerFaceOuterBody,Drawer face — outer006,Cabinet 7 upper drawer,-Y,389.80000000000007,25.19999999999997,90,143.0,461.6,profiles/Cabinet7UpperDrawerFaceOuterBody.dxf
P218,18,Cabinet7LowerDrawerCombinedFaceFrameInnerBody,Cabinet 7 drawer combined face frame — inner,"Cabinet 7 — left bedside table, front away from wall",+Y,729.2,0.0,90,359.6,512.0,profiles/Cabinet7LowerDrawerCombinedFaceFrameInnerBody.dxf
P220,18,Cabinet7LowerDrawerFaceInnerBody,Drawer face — inner004,Cabinet 7 lower drawer,+Y,920.6000000000001,25.19999999999709,90,143.0,461.6,profiles/Cabinet7LowerDrawerFaceInnerBody.dxf
P272,18,Cabinet7UpperDrawerFaceInnerBody,Drawer face — inner006,Cabinet 7 upper drawer,+Y,754.4000000000002,25.19999999999709,90,143.0,461.6,profiles/Cabinet7UpperDrawerFaceInnerBody.dxf
P139,18,Cabinet2DrawerSideHighOuterBody,Drawer side — highouter001,Cabinet 2 drawer,+Y,0.0,517.0,0,947.8,177.8,profiles/Cabinet2DrawerSideHighOuterBody.dxf
P032,19,Cabinet3BackInnerBody,Back — inner002,Cabinet 3 — front left,-X,729.2,0.0,90,359.6,766.0,profiles/Cabinet3BackInnerBody.dxf
P020,19,Cabinet2BackInnerBody,Back — inner001,Cabinet 2 — front right,+X,0.0,0.0,90,359.6,766.0,profiles/Cabinet2BackInnerBody.dxf
P031,19,Cabinet3BackOuterBody,Back — outer002,Cabinet 3 — front left,+X,364.6,0.0,90,359.6,766.0,profiles/Cabinet3BackOuterBody.dxf
P019,20,Cabinet2BackOuterBody,Back — outer001,Cabinet 2 — front right,-X,729.2,0.0,90,359.6,766.0,profiles/Cabinet2BackOuterBody.dxf
P008,20,Cabinet1BackInnerBody,Back — inner,Cabinet 1 — front left,-X,364.6,0.0,90,359.6,766.0,profiles/Cabinet1BackInnerBody.dxf
P007,20,Cabinet1BackOuterBody,Back — outer,Cabinet 1 — front left,+X,0.0,0.0,90,359.6,766.0,profiles/Cabinet1BackOuterBody.dxf
P113,21,Cabinet1DrawerBottomBody,Drawer bottom — single ply,Cabinet 1 drawer,+Z,0.0,0.0,0,947.8,693.4,profiles/Cabinet1DrawerBottomBody.dxf
P053,22,Cabinet5RightSideOuterBody,RightSide — outer,Cabinet 5 — front against wall,+X,0.0,0.0,90,359.6,512.0,profiles/Cabinet5RightSideOuterBody.dxf
P054,22,Cabinet5RightSideInnerBody,RightSide — inner,Cabinet 5 — front against wall,-X,364.6,0.0,90,359.6,512.0,profiles/Cabinet5RightSideInnerBody.dxf
P063,22,Cabinet6LeftSideOuterBody,LeftSide — outer001,Cabinet 6 — front against wall,-X,729.2,0.0,90,359.6,512.0,profiles/Cabinet6LeftSideOuterBody.dxf
P136,22,Cabinet2DrawerSideLowOuterBody,Drawer side — lowouter001,Cabinet 2 drawer,-Y,0.0,517.0,0,947.8,177.8,profiles/Cabinet2DrawerSideLowOuterBody.dxf
P064,23,Cabinet6LeftSideInnerBody,LeftSide — inner001,Cabinet 6 — front against wall,+X,0.0,0.0,90,359.6,512.0,profiles/Cabinet6LeftSideInnerBody.dxf
P065,23,Cabinet6RightSideOuterBody,RightSide — outer001,Cabinet 6 — front against wall,+X,364.6,0.0,90,359.6,512.0,profiles/Cabinet6RightSideOuterBody.dxf
P066,23,Cabinet6RightSideInnerBody,RightSide — inner001,Cabinet 6 — front against wall,-X,729.2,0.0,90,359.6,512.0,profiles/Cabinet6RightSideInnerBody.dxf
P137,23,Cabinet2DrawerSideLowInnerBody,Drawer side — lowinner001,Cabinet 2 drawer,+Y,0.0,517.0,0,947.8,177.8,profiles/Cabinet2DrawerSideLowInnerBody.dxf
P144,23,Cabinet2DrawerLowSlideLayer2Body,Drawer slide — low side — layer 002,Cabinet 2 drawer,+Y,0.0,699.8,0,928.4,25.4,profiles/Cabinet2DrawerLowSlideLayer2Body.dxf
P143,23,Cabinet2DrawerLowSlideLayer1Body,Drawer slide — low side — layer 001,Cabinet 2 drawer,-Y,0.0,730.1999999999999,0,928.4,25.4,profiles/Cabinet2DrawerLowSlideLayer1Body.dxf
P142,24,Cabinet2DrawerBottomBody,Drawer bottom — single ply001,Cabinet 2 drawer,+Z,0.0,0.0,0,947.8,693.4,profiles/Cabinet2DrawerBottomBody.dxf
P037,25,Cabinet4TopOuterBody,Top — outer003,Cabinet 4 — front right,+Z,0.0,0.0,0,969.2,766.0,profiles/Cabinet4TopOuterBody.dxf
P038,26,Cabinet4TopInnerBody,Top — inner003,Cabinet 4 — front right,-Z,0.0,0.0,0,969.2,766.0,profiles/Cabinet4TopInnerBody.dxf
P275,26,Cabinet7UpperDrawerSideHighInnerBody,Drawer side — highinner006,Cabinet 7 upper drawer,-X,974.2,0.0,90,100.0,490.6,profiles/Cabinet7UpperDrawerSideHighInnerBody.dxf
P276,26,Cabinet7UpperDrawerSideHighOuterBody,Drawer side — highouter006,Cabinet 7 upper drawer,+X,1079.2,0.0,90,100.0,490.6,profiles/Cabinet7UpperDrawerSideHighOuterBody.dxf
P001,27,Cabinet1TopOuterBody,Top — outer,Cabinet 1 — front left,+Z,0.0,0.0,0,969.2,766.0,profiles/Cabinet1TopOuterBody.dxf
P021,27,Cabinet2FrontBottomStripOuterBody,FrontBottomStrip — outer001,Cabinet 2 — front right,-Z,974.2,0.0,0,154.4,766.0,profiles/Cabinet2FrontBottomStripOuterBody.dxf
P282,27,Cabinet7UpperDrawerHighSlideLayer1Body,Drawer slide — high side — layer 011,Cabinet 7 upper drawer,-X,1133.6000000000001,0.0,90,25.4,471.2,profiles/Cabinet7UpperDrawerHighSlideLayer1Body.dxf
P283,27,Cabinet7UpperDrawerHighSlideLayer2Body,Drawer slide — high side — layer 012,Cabinet 7 upper drawer,+X,1164.0000000000002,0.0,90,25.4,471.2,profiles/Cabinet7UpperDrawerHighSlideLayer2Body.dxf
P002,28,Cabinet1TopInnerBody,Top — inner,Cabinet 1 — front left,-Z,0.0,0.0,0,969.2,766.0,profiles/Cabinet1TopInnerBody.dxf
P022,28,Cabinet2FrontBottomStripInnerBody,FrontBottomStrip — inner001,Cabinet 2 — front right,+Z,974.2,0.0,0,154.4,766.0,profiles/Cabinet2FrontBottomStripInnerBody.dxf
P305,28,Cabinet8UpperDrawerLowSlideLayer1Body,Drawer slide — low side — layer 013,Cabinet 8 upper drawer,-X,1133.6000000000001,0.0,90,25.4,471.2,profiles/Cabinet8UpperDrawerLowSlideLayer1Body.dxf
P306,28,Cabinet8UpperDrawerLowSlideLayer2Body,Drawer slide — low side — layer 014,Cabinet 8 upper drawer,+X,1164.0000000000002,0.0,90,25.4,471.2,profiles/Cabinet8UpperDrawerLowSlideLayer2Body.dxf
P014,29,Cabinet2TopInnerBody,Top — inner001,Cabinet 2 — front right,-Z,0.0,0.0,0,969.2,766.0,profiles/Cabinet2TopInnerBody.dxf
P034,29,Cabinet3FrontBottomStripInnerBody,FrontBottomStrip — inner002,Cabinet 3 — front left,+Z,974.2,0.0,0,154.4,766.0,profiles/Cabinet3FrontBottomStripInnerBody.dxf
P013,30,Cabinet2TopOuterBody,Top — outer001,Cabinet 2 — front right,+Z,0.0,0.0,0,969.2,766.0,profiles/Cabinet2TopOuterBody.dxf
P033,30,Cabinet3FrontBottomStripOuterBody,FrontBottomStrip — outer002,Cabinet 3 — front left,-Z,974.2,0.0,0,154.4,766.0,profiles/Cabinet3FrontBottomStripOuterBody.dxf
P308,30,Cabinet8UpperDrawerHighSlideLayer2Body,Drawer slide — high side — layer 014,Cabinet 8 upper drawer,+X,1164.0000000000002,0.0,90,25.4,471.2,profiles/Cabinet8UpperDrawerHighSlideLayer2Body.dxf
P307,30,Cabinet8UpperDrawerHighSlideLayer1Body,Drawer slide — high side — layer 013,Cabinet 8 upper drawer,-X,1133.6000000000001,0.0,90,25.4,471.2,profiles/Cabinet8UpperDrawerHighSlideLayer1Body.dxf
P050,31,Cabinet5TopInnerBody,Top — inner004,Cabinet 5 — front against wall,-Z,0.0,0.0,0,969.2,512.0,profiles/Cabinet5TopInnerBody.dxf
P108,31,Cabinet1DrawerSideLowInnerBody,Drawer side — lowinner,Cabinet 1 drawer,+Y,0.0,517.0,0,947.8,177.8,profiles/Cabinet1DrawerSideLowInnerBody.dxf
P301,31,Cabinet8UpperDrawerSideHighOuterBody,Drawer side — highouter007,Cabinet 8 upper drawer,+X,1079.2,0.0,90,100.0,490.6,profiles/Cabinet8UpperDrawerSideHighOuterBody.dxf
P300,31,Cabinet8UpperDrawerSideHighInnerBody,Drawer side — highinner007,Cabinet 8 upper drawer,-X,974.2,0.0,90,100.0,490.6,profiles/Cabinet8UpperDrawerSideHighInnerBody.dxf
P133,31,Cabinet2CenterSupportInnerBody,Center top support — inner001,Cabinet 2 — front right,+Y,0.0,739.0,0,961.4,34.2,profiles/Cabinet2CenterSupportInnerBody.dxf
P132,31,Cabinet2CenterSupportOuterBody,Center top support — outer001,Cabinet 2 — front right,-Y,0.0,699.8,0,961.4,34.2,profiles/Cabinet2CenterSupportOuterBody.dxf
P049,32,Cabinet5TopOuterBody,Top — outer004,Cabinet 5 — front against wall,+Z,0.0,0.0,0,969.2,512.0,profiles/Cabinet5TopOuterBody.dxf
P107,32,Cabinet1DrawerSideLowOuterBody,Drawer side — lowouter,Cabinet 1 drawer,-Y,0.0,517.0,0,947.8,177.8,profiles/Cabinet1DrawerSideLowOuterBody.dxf
P299,32,Cabinet8UpperDrawerSideLowInnerBody,Drawer side — lowinner007,Cabinet 8 upper drawer,+X,1079.2,0.0,90,100.0,490.6,profiles/Cabinet8UpperDrawerSideLowInnerBody.dxf
P298,32,Cabinet8UpperDrawerSideLowOuterBody,Drawer side — lowouter007,Cabinet 8 upper drawer,-X,974.2,0.0,90,100.0,490.6,profiles/Cabinet8UpperDrawerSideLowOuterBody.dxf
P104,32,Cabinet1CenterSupportInnerBody,Center top support — inner,Cabinet 1 — front left,+Y,0.0,739.0,0,961.4,34.2,profiles/Cabinet1CenterSupportInnerBody.dxf
P103,32,Cabinet1CenterSupportOuterBody,Center top support — outer,Cabinet 1 — front left,-Y,0.0,699.8,0,961.4,34.2,profiles/Cabinet1CenterSupportOuterBody.dxf
P067,33,Cabinet6BackOuterBody,Back — outer005,Cabinet 6 — front against wall,-Y,0.0,0.0,0,969.2,359.6,profiles/Cabinet6BackOuterBody.dxf
P068,33,Cabinet6BackInnerBody,Back — inner005,Cabinet 6 — front against wall,+Y,0.0,364.6,0,969.2,359.6,profiles/Cabinet6BackInnerBody.dxf
P175,33,Cabinet3DrawerHighSlideLayer2Body,Drawer slide — high side — layer 004,Cabinet 3 drawer,+Y,0.0,759.6,0,928.4,25.4,profiles/Cabinet3DrawerHighSlideLayer2Body.dxf
P174,33,Cabinet3DrawerHighSlideLayer1Body,Drawer slide — high side — layer 003,Cabinet 3 drawer,-Y,0.0,729.2,0,928.4,25.4,profiles/Cabinet3DrawerHighSlideLayer1Body.dxf
P167,34,Cabinet3DrawerSideHighInnerBody,Drawer side — highinner002,Cabinet 3 drawer,-Y,0.0,182.8,0,947.8,177.8,profiles/Cabinet3DrawerSideHighInnerBody.dxf
P166,34,Cabinet3DrawerSideLowInnerBody,Drawer side — lowinner002,Cabinet 3 drawer,+Y,0.0,0.0,0,947.8,177.8,profiles/Cabinet3DrawerSideLowInnerBody.dxf
P194,34,Cabinet4DrawerSideLowOuterBody,Drawer side — lowouter003,Cabinet 4 drawer,-Y,0.0,548.4000000000001,0,947.8,177.8,profiles/Cabinet4DrawerSideLowOuterBody.dxf
P168,34,Cabinet3DrawerSideHighOuterBody,Drawer side — highouter002,Cabinet 3 drawer,+Y,0.0,365.6,0,947.8,177.8,profiles/Cabinet3DrawerSideHighOuterBody.dxf
P115,34,Cabinet1DrawerLowSlideLayer2Body,Drawer slide — low side — layer 2,Cabinet 1 drawer,+Y,0.0,761.6,0,928.4,25.4,profiles/Cabinet1DrawerLowSlideLayer2Body.dxf
P114,34,Cabinet1DrawerLowSlideLayer1Body,Drawer slide — low side — layer 1,Cabinet 1 drawer,-Y,0.0,731.2,0,928.4,25.4,profiles/Cabinet1DrawerLowSlideLayer1Body.dxf
P245,35,Cabinet8LowerDrawerCombinedFaceFrameInnerBody,Cabinet 8 drawer combined face frame — inner,"Cabinet 8 — right bedside table, front away from wall",+Y,0.0,0.0,90,359.6,512.0,profiles/Cabinet8LowerDrawerCombinedFaceFrameInnerBody.dxf
P247,35,Cabinet8LowerDrawerFaceInnerBody,Drawer face — inner005,Cabinet 8 lower drawer,+Y,191.40000000000003,25.199999999985266,90,143.0,461.6,profiles/Cabinet8LowerDrawerFaceInnerBody.dxf
P297,35,Cabinet8UpperDrawerFaceInnerBody,Drawer face — inner007,Cabinet 8 upper drawer,+Y,25.200000000000045,25.199999999985266,90,143.0,461.6,profiles/Cabinet8UpperDrawerFaceInnerBody.dxf
P244,35,Cabinet8LowerDrawerCombinedFaceFrameOuterBody,Cabinet 8 drawer combined face frame — outer,"Cabinet 8 — right bedside table, front away from wall",-Y,364.6,0.0,90,359.6,512.0,profiles/Cabinet8LowerDrawerCombinedFaceFrameOuterBody.dxf
P246,35,Cabinet8LowerDrawerFaceOuterBody,Drawer face — outer005,Cabinet 8 lower drawer,-Y,556.0,25.20000000002574,90,143.0,461.6,profiles/Cabinet8LowerDrawerFaceOuterBody.dxf
P296,35,Cabinet8UpperDrawerFaceOuterBody,Drawer face — outer007,Cabinet 8 upper drawer,-Y,389.80000000000007,25.20000000002574,90,143.0,461.6,profiles/Cabinet8UpperDrawerFaceOuterBody.dxf
P165,35,Cabinet3DrawerSideLowOuterBody,Drawer side — lowouter002,Cabinet 3 drawer,-Y,0.0,609.5999999999999,0,947.8,177.8,profiles/Cabinet3DrawerSideLowOuterBody.dxf
P083,35,Cabinet7BackBottomStripOuterBody,BackBottomStrip — outer006,"Cabinet 7 — left bedside table, front away from wall",-Z,729.2,0.0,90,166.0,512.0,profiles/Cabinet7BackBottomStripOuterBody.dxf
P084,35,Cabinet7BackBottomStripInnerBody,BackBottomStrip — inner006,"Cabinet 7 — left bedside table, front away from wall",+Z,900.2,0.0,90,166.0,512.0,profiles/Cabinet7BackBottomStripInnerBody.dxf
P173,35,Cabinet3DrawerLowSlideLayer2Body,Drawer slide — low side — layer 004,Cabinet 3 drawer,+Y,0.0,517.0,0,928.4,25.4,profiles/Cabinet3DrawerLowSlideLayer2Body.dxf
P172,35,Cabinet3DrawerLowSlideLayer1Body,Drawer slide — low side — layer 003,Cabinet 3 drawer,-Y,0.0,547.4,0,928.4,25.4,profiles/Cabinet3DrawerLowSlideLayer1Body.dxf
P227,36,Cabinet7LowerDrawerBottomBody,Drawer bottom — single ply004,Cabinet 7 lower drawer,+Z,0.0,0.0,0,439.4,490.6,profiles/Cabinet7LowerDrawerBottomBody.dxf
P254,36,Cabinet8LowerDrawerBottomBody,Drawer bottom — single ply005,Cabinet 8 lower drawer,+Z,444.4,0.0,90,490.6,439.4,profiles/Cabinet8LowerDrawerBottomBody.dxf
P024,36,Cabinet2BackBottomStripInnerBody,BackBottomStrip — inner001,Cabinet 2 — front right,+Z,0.0,495.6,90,766.0,166.0,profiles/Cabinet2BackBottomStripInnerBody.dxf
P023,36,Cabinet2BackBottomStripOuterBody,BackBottomStrip — outer001,Cabinet 2 — front right,-Z,940.0,0.0,0,166.0,766.0,profiles/Cabinet2BackBottomStripOuterBody.dxf
P277,36,Cabinet7UpperDrawerBackInnerBody,Drawer back — inner006,Cabinet 7 upper drawer,-Y,0.0,666.6,0,439.4,100.0,profiles/Cabinet7UpperDrawerBackInnerBody.dxf
P278,36,Cabinet7UpperDrawerBackOuterBody,Drawer back — outer006,Cabinet 7 upper drawer,+Y,444.4,666.6,0,439.4,100.0,profiles/Cabinet7UpperDrawerBackOuterBody.dxf
P258,36,Cabinet8LowerDrawerHighSlideLayer2Body,Drawer slide — high side — layer 010,Cabinet 8 lower drawer,+X,1111.0,0.0,90,25.4,471.2,profiles/Cabinet8LowerDrawerHighSlideLayer2Body.dxf
P257,36,Cabinet8LowerDrawerHighSlideLayer1Body,Drawer slide — high side — layer 009,Cabinet 8 lower drawer,-X,444.4,444.4,0,471.2,25.4,profiles/Cabinet8LowerDrawerHighSlideLayer1Body.dxf
P195,37,Cabinet4DrawerSideLowInnerBody,Drawer side — lowinner003,Cabinet 4 drawer,+Y,0.0,0.0,0,947.8,177.8,profiles/Cabinet4DrawerSideLowInnerBody.dxf
P196,37,Cabinet4DrawerSideHighInnerBody,Drawer side — highinner003,Cabinet 4 drawer,-Y,0.0,182.8,0,947.8,177.8,profiles/Cabinet4DrawerSideHighInnerBody.dxf
P197,37,Cabinet4DrawerSideHighOuterBody,Drawer side — highouter003,Cabinet 4 drawer,+Y,0.0,365.6,0,947.8,177.8,profiles/Cabinet4DrawerSideHighOuterBody.dxf
P057,37,Cabinet5BackBottomStripOuterBody,BackBottomStrip — outer004,Cabinet 5 — front against wall,-Z,0.0,548.4000000000001,0,969.2,166.0,profiles/Cabinet5BackBottomStripOuterBody.dxf
P251,37,Cabinet8LowerDrawerSideHighOuterBody,Drawer side — highouter005,Cabinet 8 lower drawer,+X,1057.8,0.0,90,100.0,490.6,profiles/Cabinet8LowerDrawerSideHighOuterBody.dxf
P250,37,Cabinet8LowerDrawerSideHighInnerBody,Drawer side — highinner005,Cabinet 8 lower drawer,-X,952.8,0.0,90,100.0,490.6,profiles/Cabinet8LowerDrawerSideHighInnerBody.dxf
P204,37,Cabinet4DrawerHighSlideLayer2Body,Drawer slide — high side — layer 006,Cabinet 4 drawer,+Y,0.0,749.8000000000001,0,928.4,25.4,profiles/Cabinet4DrawerHighSlideLayer2Body.dxf
P203,37,Cabinet4DrawerHighSlideLayer1Body,Drawer slide — high side — layer 005,Cabinet 4 drawer,-Y,0.0,719.4000000000001,0,928.4,25.4,profiles/Cabinet4DrawerHighSlideLayer1Body.dxf
P086,38,Cabinet8TopInnerBody,Top — inner007,"Cabinet 8 — right bedside table, front away from wall",-Z,0.0,0.0,0,512.0,512.0,profiles/Cabinet8TopInnerBody.dxf
P051,38,Cabinet5LeftSideOuterBody,LeftSide — outer,Cabinet 5 — front against wall,-X,517.0,0.0,0,512.0,359.6,profiles/Cabinet5LeftSideOuterBody.dxf
P052,38,Cabinet5LeftSideInnerBody,LeftSide — inner,Cabinet 5 — front against wall,+X,517.0,364.6,0,512.0,359.6,profiles/Cabinet5LeftSideInnerBody.dxf
P081,38,Cabinet7FrontBottomStripOuterBody,FrontBottomStrip — outer006,"Cabinet 7 — left bedside table, front away from wall",-Z,0.0,517.0,0,512.0,154.4,profiles/Cabinet7FrontBottomStripOuterBody.dxf
P082,38,Cabinet7FrontBottomStripInnerBody,FrontBottomStrip — inner006,"Cabinet 7 — left bedside table, front away from wall",+Z,1034.0,0.0,90,154.4,512.0,profiles/Cabinet7FrontBottomStripInnerBody.dxf
P202,38,Cabinet4DrawerLowSlideLayer2Body,Drawer slide — low side — layer 006,Cabinet 4 drawer,+Y,0.0,759.6,0,928.4,25.4,profiles/Cabinet4DrawerLowSlideLayer2Body.dxf
P201,38,Cabinet4DrawerLowSlideLayer1Body,Drawer slide — low side — layer 005,Cabinet 4 drawer,-Y,0.0,729.2,0,928.4,25.4,profiles/Cabinet4DrawerLowSlideLayer1Body.dxf
P069,39,Cabinet6BackBottomStripOuterBody,BackBottomStrip — outer005,Cabinet 6 — front against wall,-Z,0.0,171.0,0,969.2,166.0,profiles/Cabinet6BackBottomStripOuterBody.dxf
P058,39,Cabinet5BackBottomStripInnerBody,BackBottomStrip — inner004,Cabinet 5 — front against wall,+Z,0.0,0.0,0,969.2,166.0,profiles/Cabinet5BackBottomStripInnerBody.dxf
P070,39,Cabinet6BackBottomStripInnerBody,BackBottomStrip — inner005,Cabinet 6 — front against wall,+Z,0.0,342.0,0,969.2,166.0,profiles/Cabinet6BackBottomStripInnerBody.dxf
P059,39,Cabinet5FrontBottomStripOuterBody,FrontBottomStrip — outer004,Cabinet 5 — front against wall,-Z,0.0,513.0,0,969.2,152.4,profiles/Cabinet5FrontBottomStripOuterBody.dxf
P098,39,Cabinet5FrontSupportInnerBody,Front support — inner,Cabinet 5 — front against wall,-Y,0.0,670.4,0,969.2,113.6,profiles/Cabinet5FrontSupportInnerBody.dxf
P072,40,Cabinet6FrontBottomStripInnerBody,FrontBottomStrip — inner005,Cabinet 6 — front against wall,+Z,0.0,314.8,0,969.2,152.4,profiles/Cabinet6FrontBottomStripInnerBody.dxf
P060,40,Cabinet5FrontBottomStripInnerBody,FrontBottomStrip — inner004,Cabinet 5 — front against wall,+Z,0.0,0.0,0,969.2,152.4,profiles/Cabinet5FrontBottomStripInnerBody.dxf
P071,40,Cabinet6FrontBottomStripOuterBody,FrontBottomStrip — outer005,Cabinet 6 — front against wall,-Z,0.0,157.4,0,969.2,152.4,profiles/Cabinet6FrontBottomStripOuterBody.dxf
P011,40,Cabinet1BackBottomStripOuterBody,BackBottomStrip — outer,Cabinet 1 — front left,-Z,974.2,0.0,0,166.0,766.0,profiles/Cabinet1BackBottomStripOuterBody.dxf
P012,40,Cabinet1BackBottomStripInnerBody,BackBottomStrip — inner,Cabinet 1 — front left,+Z,0.0,472.20000000000005,90,766.0,166.0,profiles/Cabinet1BackBottomStripInnerBody.dxf
P097,40,Cabinet5FrontSupportOuterBody,Front support — outer,Cabinet 5 — front against wall,+Y,0.0,643.2,0,969.2,113.6,profiles/Cabinet5FrontSupportOuterBody.dxf
P229,40,Cabinet7LowerDrawerLowSlideLayer2Body,Drawer slide — low side — layer 008,Cabinet 7 lower drawer,+X,476.2,761.8000000000001,0,471.2,25.4,profiles/Cabinet7LowerDrawerLowSlideLayer2Body.dxf
P228,40,Cabinet7LowerDrawerLowSlideLayer1Body,Drawer slide — low side — layer 007,Cabinet 7 lower drawer,-X,0.0,761.8000000000001,0,471.2,25.4,profiles/Cabinet7LowerDrawerLowSlideLayer1Body.dxf
P074,41,Cabinet7TopInnerBody,Top — inner006,"Cabinet 7 — left bedside table, front away from wall",-Z,0.0,0.0,0,512.0,512.0,profiles/Cabinet7TopInnerBody.dxf
P085,41,Cabinet8TopOuterBody,Top — outer007,"Cabinet 8 — right bedside table, front away from wall",+Z,517.0,0.0,0,512.0,512.0,profiles/Cabinet8TopOuterBody.dxf
P009,41,Cabinet1FrontBottomStripOuterBody,FrontBottomStrip — outer,Cabinet 1 — front left,-Z,1034.0,0.0,0,154.4,766.0,profiles/Cabinet1FrontBottomStripOuterBody.dxf
P010,41,Cabinet1FrontBottomStripInnerBody,FrontBottomStrip — inner,Cabinet 1 — front left,+Z,0.0,517.0,90,766.0,154.4,profiles/Cabinet1FrontBottomStripInnerBody.dxf
P221,41,Cabinet7LowerDrawerSideLowOuterBody,Drawer side — lowouter004,Cabinet 7 lower drawer,-X,0.0,676.4,0,490.6,100.0,profiles/Cabinet7LowerDrawerSideLowOuterBody.dxf
P222,41,Cabinet7LowerDrawerSideLowInnerBody,Drawer side — lowinner004,Cabinet 7 lower drawer,+X,495.6,676.4,0,490.6,100.0,profiles/Cabinet7LowerDrawerSideLowInnerBody.dxf
P189,42,Cabinet4DrawerFaceFrameInnerBody,Cabinet 4 drawer face frame — inner,Cabinet 4 — front right,-X,0.0,0.0,90,359.6,766.0,profiles/Cabinet4DrawerFaceFrameInnerBody.dxf
P193,42,Cabinet4DrawerFaceInnerBody,Drawer face — inner003,Cabinet 4 drawer,-X,25.200000000000045,25.199999999999363,90,309.2,715.6,profiles/Cabinet4DrawerFaceInnerBody.dxf
P073,42,Cabinet7TopOuterBody,Top — outer006,"Cabinet 7 — left bedside table, front away from wall",+Z,364.6,0.0,0,512.0,512.0,profiles/Cabinet7TopOuterBody.dxf
P159,43,Cabinet3DrawerFaceFrameOuterBody,Cabinet 3 drawer face frame — outer,Cabinet 3 — front left,-X,0.0,0.0,90,359.6,766.0,profiles/Cabinet3DrawerFaceFrameOuterBody.dxf
P163,43,Cabinet3DrawerFaceOuterBody,Drawer face — outer002,Cabinet 3 drawer,-X,25.200000000000045,25.19999999999459,90,309.2,715.6,profiles/Cabinet3DrawerFaceOuterBody.dxf
P188,43,Cabinet4DrawerFaceFrameOuterBody,Cabinet 4 drawer face frame — outer,Cabinet 4 — front right,+X,729.2,0.0,90,359.6,766.0,profiles/Cabinet4DrawerFaceFrameOuterBody.dxf
P192,43,Cabinet4DrawerFaceOuterBody,Drawer face — outer003,Cabinet 4 drawer,+X,754.4000000000001,25.200000000000273,90,309.2,715.6,profiles/Cabinet4DrawerFaceOuterBody.dxf
P160,43,Cabinet3DrawerFaceFrameInnerBody,Cabinet 3 drawer face frame — inner,Cabinet 3 — front left,+X,364.6,0.0,90,359.6,766.0,profiles/Cabinet3DrawerFaceFrameInnerBody.dxf
P164,43,Cabinet3DrawerFaceInnerBody,Drawer face — inner002,Cabinet 3 drawer,+X,389.8,25.199999999997885,90,309.2,715.6,profiles/Cabinet3DrawerFaceInnerBody.dxf
P090,44,Cabinet8RightSideInnerBody,RightSide — inner003,"Cabinet 8 — right bedside table, front away from wall",-X,0.0,0.0,90,359.6,512.0,profiles/Cabinet8RightSideInnerBody.dxf
P035,44,Cabinet3BackBottomStripOuterBody,BackBottomStrip — outer002,Cabinet 3 — front left,-Z,827.2,0.0,0,166.0,766.0,profiles/Cabinet3BackBottomStripOuterBody.dxf
P036,44,Cabinet3BackBottomStripInnerBody,BackBottomStrip — inner002,Cabinet 3 — front left,+Z,998.2,0.0,0,166.0,766.0,profiles/Cabinet3BackBottomStripInnerBody.dxf
